image_file,mask_file,curated_keep,status,reason,review_records,review_actions,gt_reliable_values,prediction_plausible_values
102_1_3_61_jpg.rf.5dee7ed789b8425999e6aeb6fbf0fd6e.jpg,102_1_3_61_jpg.rf.5dee7ed789b8425999e6aeb6fbf0fd6e.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
102_1_4_62_jpg.rf.6f9a35181e076f722657165534f366c8.jpg,102_1_4_62_jpg.rf.6f9a35181e076f722657165534f366c8.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
102_3_4_58_jpg.rf.59f538ce0f8a2d21b8e9ad8683dc5004.jpg,102_3_4_58_jpg.rf.59f538ce0f8a2d21b8e9ad8683dc5004.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_239_101_64_47_jpg.rf.a073305f5fef8d549c1d5a46b5d949d2.jpg,15_239_101_64_47_jpg.rf.a073305f5fef8d549c1d5a46b5d949d2.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_239_101_65_47_jpg.rf.ebe0ccdf84c633eed32bfdb852e0da6b.jpg,15_239_101_65_47_jpg.rf.ebe0ccdf84c633eed32bfdb852e0da6b.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_239_203_35_22_jpg.rf.7b073484bd5ad882680b4be909c743fc.jpg,15_239_203_35_22_jpg.rf.7b073484bd5ad882680b4be909c743fc.npz,True,reviewed_trusted,gt_reliable_and_no_label_exclusion,2,model_error,Y,N
15_242_202_100_56_jpg.rf.1434e6edca240193415f266996b300e2.jpg,15_242_202_100_56_jpg.rf.1434e6edca240193415f266996b300e2.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_118_84_jpg.rf.e10c54da36dbcc79dae992137d41203f.jpg,15_242_202_118_84_jpg.rf.e10c54da36dbcc79dae992137d41203f.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_118_88_jpg.rf.0698d8264393a6e9288d73648ee5e1d5.jpg,15_242_202_118_88_jpg.rf.0698d8264393a6e9288d73648ee5e1d5.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_12_107_jpg.rf.aef16e22ce7a4f41f56e6145f736ff64.jpg,15_242_202_12_107_jpg.rf.aef16e22ce7a4f41f56e6145f736ff64.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_12_117_jpg.rf.f70ffa3b158261b62b537d13b28821f1.jpg,15_242_202_12_117_jpg.rf.f70ffa3b158261b62b537d13b28821f1.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_133_35_jpg.rf.65afa4026099ca348e106adaef51d43e.jpg,15_242_202_133_35_jpg.rf.65afa4026099ca348e106adaef51d43e.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_137_58_jpg.rf.3e8b97a72fdecb44de0b72e53c600539.jpg,15_242_202_137_58_jpg.rf.3e8b97a72fdecb44de0b72e53c600539.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
15_242_202_167_14_jpg.rf.3898e361dff68d0b3a1f53bf420f5a86.jpg,15_242_202_167_14_jpg.rf.3898e361dff68d0b3a1f53bf420f5a86.npz,True,unreviewed_not_worst,not_present_in_manual_worst_case_review,0,,,
