split,image_file,mask_file,keep,status,review_records,manual_error_types,gt_reliable_values,suggest_fix_label_values,notes
train,102_1_6_52_jpg.rf.513c2413f01fb7c5ebbe58ab5ddc677c.jpg,102_1_6_52_jpg.rf.513c2413f01fb7c5ebbe58ab5ddc677c.npz,True,unreviewed_kept,0,,,,
train,102_1_7_32_jpg.rf.ac4ae3c259e48a3bc0c9d0f8c4075a66.jpg,102_1_7_32_jpg.rf.ac4ae3c259e48a3bc0c9d0f8c4075a66.npz,True,unreviewed_kept,0,,,,
train,102_1_7_33_jpg.rf.ceb1f30ea55c599f4ed0f6130a3d5517.jpg,102_1_7_33_jpg.rf.ceb1f30ea55c599f4ed0f6130a3d5517.npz,True,unreviewed_kept,0,,,,
train,102_1_8_2_jpg.rf.22de604d9ef667bd70916c3e17c22179.jpg,102_1_8_2_jpg.rf.22de604d9ef667bd70916c3e17c22179.npz,True,unreviewed_kept,0,,,,
train,102_1_8_41_jpg.rf.fc5ea724e48e5cda16f3031715e160a0.jpg,102_1_8_41_jpg.rf.fc5ea724e48e5cda16f3031715e160a0.npz,True,unreviewed_kept,0,,,,
train,102_1_8_49_jpg.rf.822770b5c61a82b6e55166ae940b5fd4.jpg,102_1_8_49_jpg.rf.822770b5c61a82b6e55166ae940b5fd4.npz,True,unreviewed_kept,0,,,,
train,102_2_0_16_jpg.rf.740f02b97431b0abe7944312a48ab0ad.jpg,102_2_0_16_jpg.rf.740f02b97431b0abe7944312a48ab0ad.npz,True,unreviewed_kept,0,,,,
train,102_2_1_14_jpg.rf.d1015ee12b8692d520e04f6da26d2edd.jpg,102_2_1_14_jpg.rf.d1015ee12b8692d520e04f6da26d2edd.npz,True,unreviewed_kept,0,,,,
train,102_2_1_64_jpg.rf.aabc04efab2e50ae995efad5a0bd57be.jpg,102_2_1_64_jpg.rf.aabc04efab2e50ae995efad5a0bd57be.npz,True,unreviewed_kept,0,,,,
train,102_2_3_51_jpg.rf.9be891328a9284d39311896ef006636f.jpg,102_2_3_51_jpg.rf.9be891328a9284d39311896ef006636f.npz,True,unreviewed_kept,0,,,,
train,102_2_6_53_jpg.rf.fecc7f9c945bada1d582999773bbec57.jpg,102_2_6_53_jpg.rf.fecc7f9c945bada1d582999773bbec57.npz,True,unreviewed_kept,0,,,,
train,104_6_3_47_jpg.rf.71c04698a1bb9c24accc597374be396d.jpg,104_6_3_47_jpg.rf.71c04698a1bb9c24accc597374be396d.npz,True,unreviewed_kept,0,,,,
train,111_1_13_14_jpg.rf.d9a9af4304a895101d11c66600069fb1.jpg,111_1_13_14_jpg.rf.d9a9af4304a895101d11c66600069fb1.npz,True,unreviewed_kept,0,,,,
train,111_1_13_6_jpg.rf.9d29a248e49ce2bde9666d006c55a9b4.jpg,111_1_13_6_jpg.rf.9d29a248e49ce2bde9666d006c55a9b4.npz,True,unreviewed_kept,0,,,,
train,15_239_101_63_44_jpg.rf.e93b62cdee82e2b549dc314571f0aa02.jpg,15_239_101_63_44_jpg.rf.e93b62cdee82e2b549dc314571f0aa02.npz,True,unreviewed_kept,0,,,,
train,15_239_101_63_67_jpg.rf.7d53e84205b0b41b017f2d936bc70532.jpg,15_239_101_63_67_jpg.rf.7d53e84205b0b41b017f2d936bc70532.npz,True,unreviewed_kept,0,,,,
train,15_239_101_63_74_jpg.rf.20c568ec32eb4037fef7909b5ed746a1.jpg,15_239_101_63_74_jpg.rf.20c568ec32eb4037fef7909b5ed746a1.npz,True,unreviewed_kept,0,,,,
train,15_239_101_63_77_jpg.rf.67f29bbdf8a213e78a091c470ecc0f03.jpg,15_239_101_63_77_jpg.rf.67f29bbdf8a213e78a091c470ecc0f03.npz,True,unreviewed_kept,0,,,,
train,15_239_101_64_44_jpg.rf.2f9c61a1306158dd7b00b18904ebc919.jpg,15_239_101_64_44_jpg.rf.2f9c61a1306158dd7b00b18904ebc919.npz,True,unreviewed_kept,0,,,,
train,15_239_101_64_46_jpg.rf.c36e9ec4095d644afb66bef2d718ca25.jpg,15_239_101_64_46_jpg.rf.c36e9ec4095d644afb66bef2d718ca25.npz,True,unreviewed_kept,0,,,,
train,15_239_101_64_59_jpg.rf.6330ad0059b580060d646382fa9bdb4b.jpg,15_239_101_64_59_jpg.rf.6330ad0059b580060d646382fa9bdb4b.npz,True,unreviewed_kept,0,,,,
train,15_239_101_64_67_jpg.rf.8a7c2085ad8b38e87dcd423af1a8479f.jpg,15_239_101_64_67_jpg.rf.8a7c2085ad8b38e87dcd423af1a8479f.npz,True,unreviewed_kept,0,,,,
train,15_239_101_64_71_jpg.rf.cae284ab3fe9336007946cdd3390188d.jpg,15_239_101_64_71_jpg.rf.cae284ab3fe9336007946cdd3390188d.npz,True,unreviewed_kept,0,,,,
train,15_239_101_65_50_jpg.rf.4223e8b2ca30a6d27fa7ff7e487147c2.jpg,15_239_101_65_50_jpg.rf.4223e8b2ca30a6d27fa7ff7e487147c2.npz,True,unreviewed_kept,0,,,,
train,15_239_101_65_66_jpg.rf.e1bc3e6312c8371c939c33afc7a77a97.jpg,15_239_101_65_66_jpg.rf.e1bc3e6312c8371c939c33afc7a77a97.npz,True,unreviewed_kept,0,,,,
